"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"
		"Citadel_LaneStats_LastHits"					"Smrtící rány"
		"Citadel_LaneStats_Denies"						"Krádeže orbů"
		"Citadel_LaneStats_PlayerDamage"				"Poškození hráčů"
		"Citadel_LaneStats_Tier1"						"1. úroveň"
		"Citadel_LaneStats_Tier2"						"2. úroveň"
		"Citadel_LaneStats_Guardians"					"Strážci základny"

		"Citadel_WatchPage_FilterByHeroDefault"			"Filtrovat dle hrdiny"
		"Citadel_WatchPage_SearchMatchID"				"Hledat dle ID zápasu"
		"Citadel_WatchPage_NextPage"					"Následující"
		"Citadel_WatchPage_PrevPage"					"Předchozí"
		"Citadel_Watch_Page_LiveNow"					"Právě probíhá"
		"Citadel_Watch_Page_Loading"					"Načítání zápasu..."
		"Citadel_Watch_Page_SpectateFull"				"Max. počet diváků"
		"Citadel_Watch_Page_ViewAllMatches"				"Zobrazit všechny zápasy"
		"Citadel_Watch_Page_ViewFeaturedMatches"		"Zobrazit vybrané zápasy"
		"Citadel_WatchPage_ActiveMatches"				"{d:ActiveMatchCount} probíhajících zápasů"

		// Post Game
		"Citadel_Post_Game_MostKills"					"Nejvíce zabití"
		"Citadel_Post_Game_Kills"						"Zabití"
		"Citadel_Post_Game_MostBossDamage"				"Nejvyšší poškození bossů"
		"Citadel_Post_Game_BossDamage"					"Poškození bossů"
		"Citadel_Post_Game_MostHealing"					"Nejvíce léčení"
		"Citadel_Post_Game_Healing"						"Léčení"
		"Citadel_Post_Game_HighestNetworth"				"Nejvyšší celková hodnota"
		"Citadel_Post_Game_Networth"					"Celková hodnota"
		"Citadel_Post_Game_MostAssits"					"Nejvíce asistencí"
		"Citadel_Post_Game_Assits"						"Asistence"
		"Citadel_Post_Game_MostHeroDamage"				"Nejvyšší poškození hrdinů"
		"Citadel_Post_Game_HeroDamage"					"Poškození hrdinů"
		"Citadel_Post_Game_Retry"						"Opakovat"
		"Citadel_Post_Game_Personal"					"Osobní"
		"Citadel_Post_Game_Scoreboard"					"Tabulka statistik"
		"Citadel_Post_Game_Graphs"						"Osobní"
		"Citadel_Post_Game_PlayedBy"					"Hrdinu hrál "

		// Hero Details Page
		"CitadelHeroDetails_Basic"							"Přehled"
		"CitadelHeroDetails_Background"						"Pozadí"
		"CitadelHeroDetails_Equipment"						"Vybavení"
		"CitadelHeroDetails_Builds"							"Buildy"
		"CitadelHeroDetails_Progression"					"Postup"
		"CitadelHeroDetails_Builds_SelectButton"		    "Procházet buildy"
		"CitadelHeroDetails_Builds_CreateButton"		"Vytvořit nový build"
		"CitadelHeroDetails_Builds_EditButton"		"Upravit mé buildy"

		// Hero Stats
		"CitadelHeroStats_Weapon"							"Statistiky zbraně"
		"CitadelHeroStats_Vitality"							"Statistiky těla"
		"CitadelHeroStats_Spirit"							"Statistiky mysli"
		"CitadelHeroStats_SpiritPower_Impact"				"Dopad spirituální síly"
		"CitadelHeroStats_SpiritPower_Desc"					"Spirituální síla ovlivňuje účinnost tvých schopností a předmětů."
		"CitadelHeroStats_Weapon_Falloff"					"Efektivní dosah"
	
		// Hero Builds UI	
		"Citadel_HeroBuilds_Title"						"Buildy hrdinů"
		"Citadel_HeroBuilds_SelectedBuild_Title"		"Aktuální build:"
		"Citadel_HeroBuilds_Browse_button"				"Otevřít nebo změnit build"
		"Citadel_HeroBuilds_Loading_Title"				"Načítání buildů"
		"Citadel_HeroBuilds_Loading_Body"				"Čekej prosím"
		"Citadel_HeroBuilds_Loading_Failed"				"Nepodařilo se načíst buildy hrdiny."
		"Citadel_HeroBuilds_ValveCreated"				"Valve"
		"Citadel_HeroBuilds_Error_Publishing"			"Build se nepodařilo zveřejnit. Na vině může být vnitřní chyba serveru nebo chyba dat buildu."
		"Citadel_HeroBuilds_Saving_Title"				"Ukládání buildu"
		"Citadel_HeroBuilds_Saving_Body"				"Čekej prosím"
		"Citadel_HeroBuilds_NewCategory"				"%number%. kategorie"
		"Citadel_HeroBuilds_DefaultHeroBuild"			"%hero_name% – výchozí build"
		"Citadel_HeroBuilds_DefaultHeroBuildDesc"		"Výchozí sada doporučených předmětů pro tohoto hrdinu od společnosti Valve."
		"Citadel_HeroBuilds_RecommendedItems"			"Doporučené předměty"
		"Citadel_HeroBuilds_EarlyGame"					"Raná fáze zápasu"
		"Citadel_HeroBuilds_MidGame"					"Prostřední fáze zápasu"
		"Citadel_HeroBuilds_LateGame"					"Pozdní fáze zápasu"
		"Citadel_HeroBuilds_CategoryNameLabel"			"Název"
		"Citadel_HeroBuilds_CategoryName"				"{s:category_name}"
		"Citadel_HeroBuilds_CategoryDescriptionLabel"	"Popis"
		"Citadel_HeroBuilds_CategoryDescription"		"{s:category_description}"
		"Citadel_HeroBuilds_NewHeroBuild"				"Nový build pro hrdinu %hero_name%"
		"Citadel_HeroBuilds_CopyOfName"					"Kopie buildu [%name%]"
		"Citadel_HeroBuilds_TabName"					"Buildy"
		"Citadel_HeroBuilds_AddCategory"				"Přidat kategorii"
		"Citadel_HeroBuilds_SelectedBuildNameLabel"		"{s:selected_hero_build_name}"
		"Citadel_HeroBuilds_ShowAllLanguages"			"Zobrazit všechny jazyky"
		"Citadel_HeroBuilds_Tab_MyBuilds"				"Moje buildy"
		"Citadel_HeroBuilds_Tab_Favorites"				"Oblíbené"
		"Citadel_HeroBuilds_Tab_PublicBuilds"			"Veřejné"
		"Citadel_HeroBuilds_BuildName"					"{s:selected_hero_build_name}"
		"Citadel_HeroBuilds_BuildDescription"			"{s:selected_hero_build_description}"
		"Citadel_HeroBuilds_Version"					"Verze: {i:selected_hero_build_version}"
		"Citadel_HeroBuilds_LastUpdatedTime"			"Poslední aktualizace: <span class='Value'>{t:l:t:m:last_updated_time}</span>"
		"Citadel_HeroBuilds_EditInstructions"			"Zatímco je obchod otevřen v režimu upravování buildu, kliknutím na předmět dojde k jeho přidání do aktuálně vybrané kategorie buildu. Pokud už předmět v kategorii je, kliknutím na něj dojde k jeho odebrání. Kategorií můžeš přidat více a přizpůsobit si jak jejich názvy a popisy, tak jejich velikost.<br/><br/>Pravým tlačítkem myši můžeš k předmětu přidat poznámku, nebo ho odebrat."
		"Citadel_HeroBuilds_FavoriteButtonTooltip"		"Přidat mezi oblíbené"
		"Citadel_HeroBuilds_AddAnnotation"				"Přidat poznámku"
		"Citadel_HeroBuilds_UpdateAnnotation"			"Upravit poznámku"
		"Citadel_HeroBuilds_RemoveFromBuild"			"Odebrat"
		"Citadel_HeroBuilds_UpdateAnnotationTitle"		"Úprava poznámky předmětu"
		"Citadel_HeroBuilds_UpdateAnnotationMessage"	"Tato poznámka se v obchodu u daného předmětu zobrazí všem hráčům používajícím tvůj build."

		"Citadel_HeroBuilds_CurrenclyActive"			"Aktuálně používaný"
		"Citadel_HeroBuilds_AbilityBuildTitle"			"Pořadí odemykání schopností"
		"Citadel_HeroBuilds_AbilityBuildReset"			"Upravit"	
		"Citadel_HeroBuilds_AbilityBuildInstructions"	"Pro určení doporučeného pořadí odemykání schopností klikni na tlačítko „Upravit“ a poté vylepši schopnosti v pořadí, v jakém se mají zobrazit uživatelům tvého buildu."	
		
		"Citadel_HeroBuilds_PublishBuildTitle"			"Zveřejnění buildu"
		"Citadel_HeroBuilds_PublishBuildDesc"			"Tento build bude zveřejněn a sdílen se všemi ostatními hráči."
		"Citadel_HeroBuilds_BuildNameTitle"				"Název buildu"
		"Citadel_HeroBuilds_BuildDescriptionTitle"		"Popis buildu"
		"Citadel_HeroBuilds_PickABuildOption"			"Výchozí navrhovaný build"
		"Citadel_HeroBuilds_PublicBuildLabel"			"Veřejný build"
		"Citadel_HeroBuilds_PublishBuildLabel"			"Zveřejnit"
		"Citadel_HeroBuilds_BuildPublishedLabel"		"Zveřejněný build"
		"Citadel_HeroBuilds_DeleteBuildLabel"			"Odstranit"
		"Citadel_HeroBuilds_SelectBuildLabel"			"Nastavit jako výchozí"
		"Citadel_HeroBuilds_SaveBuild"					"Uložit změny"
		"Citadel_HeroBuilds_CancelChanges"				"Zrušit"
		"Citadel_HeroBuilds_FavoriteBuild"				"Vybraný"
		"Citadel_HeroBuilds_CreateBuildLabel"			"Vytvořit nový build"
		"Citadel_HeroBuilds_EditBuildLabel"				"Upravit"
		"Citadel_HeroBuilds_CopyBuildLabel"				"Kopírovat a upravit"
		"Citadel_HeroBuilds_BuildCreatorTitle"			"Autor:"
		"Citadel_HeroBuilds_ErrorTitle"					"Chyba"
		"Citadel_HeroBuilds_ValidateErrorTitle"			"Chyba při ukládání buildu"
		"Citadel_HeroBuilds_ValidateErrorBody"			"Ujisti se, že tvůj build má název a popis a obsahuje nejméně jeden doporučený předmět."
		"Citadel_HeroBuilds_FavoriteCount"				"{i:favorite_count}"		
		"Citadel_HeroBuilds_NameLabel"					"Název buildu"
		"Citadel_HeroBuilds_DescriptionLabel"			"Popis buildu"
		"Citadel_HeroBuilds_PublishDialogVersion"		"Verze: {i:selected_hero_build_new_publish_version}"
		"Citadel_HeroBuilds_BrowseBuilds"				"Procházet buildy"
		"Citadel_HeroBuilds_ExitBuilds"					"Ukončit procházení"
		"Citadel_HeroBuilds_DeletePopupTitle"			"Odstranění buildu"
		"Citadel_HeroBuilds_DeletePopupBody"			"Opravdu chceš odstranit tento build hrdiny?"
		"Citadel_HeroBuilds_AddItem"					"Přidat do buildu"
		"Citadel_HeroBuilds_AlreadyInBuild"				"Už je v buildu"
		"Citadel_HeroBuilds_RemoveItem"					"Odebrat z buildu"

		"Citadel_HeroBuilds_BrowseBuildTitle"			"Procházení buildů"
		"Citadel_HeroBuilds_BrowseBuildSubheader"		"{s:hero_name}"

		"Citadel_HeroBuilds_EditingBuildTitle"			"Upravování buildu"
		"Citadel_HeroBuilds_EditingBuildSubheader"		"{s:selected_hero_build_name}"

		"Citadel_HeroBuilds_AP_Next_Indicator"			"Navrženo"

		// Unit names
		"guardian_unit"							"Strážce"
		"walker_unit"							"Chodec"
		"titan_unit"							"Patron"

		"modifier_learning_hero_ability"			"Učení"


		"citadel_ability_melee_parry"			"Vykrytí"
		"citadel_ability_player_ping"			"Ukazovátko"
		"citadel_ability_melee_parry/parry_cooldown_display" "Doba obnovení vykrytí"
		//"citadel_ability_melee_genericperson"		"GenericPerson Melee"


		"EShopFilterWeaponDamage"				"Fyzické poškození"
		"EShopFilterMagicDamage"				"Spirituální poškození"
		"EShopFilterDurability"					"Odolnost"
		"EShopFilterFireRate"					"Rychlost střelby"
		"EShopFilterClipSize"					"Náboje"
		"EShopFilterMelee"						"Na blízko"
		"EShopFilterHealing"					"Léčení"
		"EShopFilterMovement"					"Pohyb"
		"EShopFilterDisruption"					"Přerušení"
		"EShopFilterNone"						"Žádný"

		"CitadelCategoryWeapon"					"Zbraň"
		"CitadelCategoryArmor"					"Tělo"
		"CitadelCategoryTech"					"Mysl"
		"CitadelCategoryFlex"					"Flexi"
		"CitadelCategoryBuilds"					"Buildy"
		"CitadelCategorySuggested"				"Doporučené předměty"
		"CitadelCategoryCustom"					"Vlastní build"
		"CitadelShopSearch"						"hledat"

		"CitadelShop_SearchExampleLine1"		"Příklady hledání:"
		"CitadelShop_SearchExampleLine2"		"Název: <span class=\"highlight\">Fantómův trik</span>"
		"CitadelShop_SearchExampleLine3"		"Vlastnost: <b>Balistická odolnost</b>"
		"CitadelShop_SearchExampleAlt"			"Zkus vyhledávat podle <span class=\"highlight\">názvu předmětu</span> nebo statistiky, kterou upravuje, například <span class=\"highlight_weapon\">náboje</span>, <span class=\"highlight_vitality\">vampirismus</span> nebo <span class=\"highlight_spirit\">spirituální síla</span>."

		"Citadel_Dead_ShopReminder"				"Otevřít obchod a vylepšení"
		"Citadel_Dead_ReplayDeath"				"Přehrát úmrtí"


		//-----------------------------------------------------------------------------
		// Item and Upgrade Modifiers


			
		"citadel_ability_sprint_roll"			"Sprint"
		"modifier_citadel_sprint_start"			"Schovávání zbraně..."
		"modifier_citadel_sprint_end"			"Vytahování zbraně..."

		"trooper_boss_grenade"					"Omračující granát"
		"trooper_neutral_grenade"				"Omračující granát"
		"citadel_ability_tier2boss_laser_beam"		"Laser"
		"citadel_ability_tier2boss_stomp"			"Dupnutí"
		"citadel_ability_tier2boss_rocket_barrage"	"Salva raket"
		"trooper_neutral_gun"						"Pofidérní bouchačka"
		"super_neutral_gun"						"Zbraň Hlídače chrámu"
		"super_neutral_charge"					"Exploze Hlídače chrámu"

		"citadel_ability_tier3boss_laser_beam"		"Patronův laser"

		"citadel_ability_drone_boss_laser_beam"		"Bossův laser"

		
		"citadel_ability_dash"						"Výpad"
		"citadel_ability_jump"						"Skok"
		"citadel_ability_teleport"					"Teleportace"

		"citadel_ability_zip_line"					"Nadzemní dráha"


		// IN-GAME MODIFIERS
		"modifier_idol_pickup_aura/aura_target/timer"			"Sbírání urny duší"
		"modifier_neutral_gold_pickup_aura/aura_target/timer"	"Sbírání nezajištěných duší"
		"modifier_rejuv_pickup_aura/aura_target/timer"			"Sbírání týmového kamene života"
		"modifier_early_gold_pickup_aura/aura_target/timer"		"Zabírání týmových duší"
		"modifier_citadel_holding_golden_idol"  				"Odnes urnu k oltáři"
		"modifier_citadel_returning_golden_idol"  				"Ukládání urny"
		"modifier_knocked_off_zipline_slow"						"Byl jsi shozen z dráhy"
		"modifier_citadel_respawn_credit" 						"Úlomek kamene života"


		"modifier_hint_vertical_movement"		"Stiskni {s:in_mantle} pro zrušení a {s:in_innate1}/{s:duck} pro pohyb nahoru/dolů."
		"modifier_hint_can_cancel"				"Stiskni {s:in_mantle} pro zrušení."
		"modifier_citadel_dps_tracker"			"Poškození/s"
		"modifier_citadel_accuracy_tracker"		"Přesnost"

		//****************************************************************************************************************************************************************************

		"CITADEL_ABILITY_INVALID_IN_CAST_DELAY"			"Už byla seslána"
		"CITADEL_ABILITY_INVALID_IN_COOLDOWN"			"Ještě se obnovuje"
		"CITADEL_ABILITY_INVALID_NOT_LEARNED"			"Prozatím nenaučena"
		"CITADEL_ABILITY_INVALID_CANT_CAST_NO_CHARGES"	"Nemáš dostatek nabití"
		"CITADEL_ABILITY_INVALID_CANT_CAST_IN_CHARGE_DELAY"	"Prodleva mezi nabitími"
		"CITADEL_ABILITY_INVALID_BUSY_WITH_ACTION"		"Jsi zaneprázdněn"
		"CITADEL_ABILITY_INVALID_MUTED"					"Umlčení přerušuje tvé schopnosti a předměty"
		"CITADEL_ABILITY_INVALID_PREMATCH"				"Zápas ještě nezačal"
		"CITADEL_ABILITY_INVALID_SILENCED"				"Zatímco jsi umlčen, nemůžeš sesílat schopnosti"
		"CITADEL_ABILITY_INVALID_SILENCED_IDOL"			"Zatímco neseš urnu, nemůžeš sesílat schopnosti"
		"CITADEL_ABILITY_INVALID_SILENCE_MOVEMENT_ABILITIES"		"Pohybové schopnosti jsou přerušeny"
		"CITADEL_ABILITY_INVALID_DISARMED"				"Jsi odzbrojen"
		"CITADEL_ABILITY_INVALID_ROOTED"				"Jsi znehybněn"
		"CITADEL_ABILITY_INVALID_TARGET_OUT_OF_RANGE"	"Cíl je mimo dosah"
		"CITADEL_ABILITY_INVALID_NO_TARGET"				"Žádný cíl"
		"CITADEL_ABILITY_INVALID_NO_TARGET_REQUIRES_TROOPER"	"Vyžaduje, aby byl zacílen pěšák"
		"CITADEL_ABILITY_INVALID_NO_TARGET_REQUIRES_NPC"		"Vyžaduje, aby bylo zacíleno NPC"
		"CITADEL_ABILITY_INVALID_NO_TARGET_REQUIRES_HERO"		"Vyžaduje, aby byl zacílen hrdina"
		"CITADEL_ABILITY_INVALID_POSITION"				"Neplatná pozice"
		"CITADEL_ABILITY_INVALID_CANT_USE_OFF_GROUND"	"Nelze seslat mimo pevný povrch"
		"CITADEL_ABILITY_INVALID_NO_ABILITY"			"Žádná schopnost"
		"CITADEL_ABILITY_INVALID_USING_WEAPON_SCOPE"	"Nelze seslat při míření"
		"CITADEL_ABILITY_INVALID_ASLEEP"				"Jsi uspán"
		"CITADEL_ABILITY_INVALID_STUNNED"				"Jsi omráčen"
		"CITADEL_ABILITY_INVALID_CHAINED"				"Jsi přivázán"
		"CITADEL_ABILITY_INVALID_NOT_ENOUGH_ENERGY"		"Nemáš dostatek energie"
		"CITADEL_ABILITY_INVALID_ENEMY_HEALTH_TOO_LOW"	"Nepřítel má příliš málo zdraví"
		"CITADEL_ABILITY_INVALID_HEALTH_TOO_HIGH"		"Máš příliš mnoho zdraví"
		"CITADEL_ABILITY_INVALID_ZIPLINE_TARGET"		"Není zaměřena nadzemní dráha"
		"CITADEL_ABILITY_INVALID_NO_UNITS_IN_RADIUS"	"V rozsahu schopnosti nejsou žádné vhodné jednotky"
		"CITADEL_ABILITY_INVALID_OUT_OF_STAMINA"		"Nedostatek výdrže"
		"CITADEL_ABILITY_INVALID_NOT_DEAD"				"Musíš být mrtvý"
		"CITADEL_ABILITY_INVALID_NOT_ALIVE"				"Musíš být naživu"
		"CITADEL_ABILITY_INVALID_ONLY_ONE_AIR_JUMP"		"Ve vzduchu nemůžeš vyskočit 2×"
		"CITADEL_ABILITY_INVALID_ONLY_TWO_AIR_JUMPS"	"Ve vzduchu nemůžeš vyskočit 3×"
		"CITADEL_ABILITY_INVALID_ONLY_ONE_AIR_DASH"		"Vzdušný výpad nelze provést 2×"
		"CITADEL_ABILITY_INVALID_ONLY_TWO_AIR_DASHES"	"Vzdušný výpad nelze provést 3×"
		"CITADEL_ABILITY_INVALID_ONLY_ONE_DOWN_DASH"	"Střemhlavý výpad nelze provést 2×"
		"CITADEL_ABILITY_INVALID_ONLY_TWO_DOWN_DASHES"	"Střemhlavý výpad nelze provést 3×"
		"CITADEL_ABILITY_INVALID_ONLY_ONE_WALL_JUMP"	"Od zdi se nemůžeš odrazit 2×"
		"CITADEL_ABILITY_INVALID_NOTHING_TO_REFRESH"	"Nic k obnovení"
		"CITADEL_ABILITY_INVALID_BEETLE_TARGET"			"Na cíli už je brouk"
		"CITADEL_ABILITY_INVALID_CLIP_IS_FULL"			"Zásobník je plný"
		"CITADEL_ABILITY_INVALID_FAILED_DASH_JUMP"		"Špatné načasování vymrštění"
		"CITADEL_ABILITY_DEBUG_COMMAND_REQUIRES_HERO_TARGET" "Debuggovací příkaz vyžaduje cílového hrdinu"
		"CITADEL_ABILITY_INVALID_NOT_ENOUGH_ABILITY_RESOURCE" "Nemáš dostatek zdrojů"
		"CITADEL_ABILITY_INVALID_NOT_BLOOD" "Nemáš dostatek zuřivosti"
		"CITADEL_ABILITY_INVALID_NOT_ENOUGH_HEADROOM"	"Strop je příliš nízký"
		"CITADEL_ABILITY_INVALID_NO_DAMAGE_TO_CLEAR"	"Žádné poškození k očištění"

		
		"citadel_ability_quick_melee" "Úder"
		"citadel_hint_zoom"			"Podržením <span class=\"hintTextEmphasis\">[{s:iv_attack2}]</span> přiblížíš pohled pro lepší zamíření."
		"citadel_hint_slide"		"Podržením <span class=\"hintTextEmphasis\">[{s:duck}]</span> při sbíhání dolů po šikmé ploše se sklouzneš."
		"citadel_hint_zipline"		"Podržením <span class=\"hintTextEmphasis\">[{s:in_mantle}]</span> naskočíš na dráhu."
		"citadel_hint_mantle"		"Podržením <span class=\"hintTextEmphasis\">[{s:in_mantle}]</span> vyšplháš na překážku."
		"citadel_hint_ladder"		"Stiskem <span class=\"hintTextEmphasis\">[{s:in_mantle}]</span>+<span class=\"hintTextEmphasis\">[{s:key_forward}]</span> skočíš na žebřík."
		"citadel_hint_buy_items"		"Vrať se do základny nebo k obchodu a nakup si <span class=\"hintTextEmphasis\">předměty</span>."
		"citadel_hint_melee"		"Stiskem <span class=\"hintTextEmphasis\">[{s:in_weapon1}]</span> provedeš útok na blízko, neboli úder."
		"citadel_hint_learn_initial_ability"	"Podrž <span class=\"hintTextEmphasis\">[{s:key_extra_info}]</span> a vyber schopnost, kterou chceš vylepšit."
		"citadel_hint_learn_ability"	"Podržením klávesové zkratky <span class=\"hintTextEmphasis\">dané schopnosti</span> se tuto schopnost naučíš."
		"citadel_hint_upgrade_ability"	"Podržením <span class=\"hintTextEmphasis\">[{s:key_extra_info}]</span> a klikáním levým tlačítkem myši vylepšíš své schopnosti."
		"citadel_hint_hero_testing_shop"	"Stiskem <span class=\"hintTextEmphasis\">[{s:citadel_open_hero_sheet}]</span> otevřeš obchod a budeš moci nastavit možnosti testování."
		"citadel_hint_teleport"				"Chodec tvého týmu je pod útokem. Stiskem <span class=\"hintTextEmphasis\">[{s:key_teleport}]</span> se mu teleportuj na pomoc!"
		
		// Ability Hints
		"citadel_hint_flamedash_boost" "Stiskem <span class=\"hintTextEmphasis\">[{s:key_innate_1}]</span> přidáš na rychlosti. Dojde tím však ke spotřebování části výdrže."
		"citadel_hint_activate_wall" "Stiskem <span class=\"hintTextEmphasis\">[{s:iv_attack}]</span> vytvoříš zeď předčasně."
		"citadel_hint_guided_arrow_boost" "Podržením <span class=\"hintTextEmphasis\">[{s:iv_attack}]</span> zrychlíš let šípu."
		"citadel_hint_flying_strike_early_activate" "Stiskem <span class=\"hintTextEmphasis\">[{s:iv_attack}]</span> doletíš ke svému cíli předčasně."

		//-----------------------------------------------------------------------------
		// Breakble Prop modifiers
		//-----------------------------------------------------------------------------
		"fire_rate_pickup/small_fire_rate"				"Zvýšená rychlost střelby"
		"health_regen_pickup/small_health_regen"		"Zvýšená regenerace zdraví"
		"move_speed_pickup/small_move_speed"			"Zvýšená rychlost pohybu"
		"double_jump_pickup/double_jump"				"Dvojitý skok a rychlejší jízda po dráze"
		"extra_gold_pickup/extra_gold_pickup"			"Bonusová odměna za příštího zabitého hrdinu"
		"cooldown_reduction_pickup/cooldown_reduction"	"Snížené doby obnovení"
		"zipline_speed_pickup/zipline_speed"			"Zvýšená rychlost po dráze"
		"extra_stamina_pickup/extra_stamina"			"Dodatečná výdrž"
		"clip_size_pickup/clip_size"					"3 velké zásobníky"

		"small_gold_pickup_label"						"duší"
		"cooldown_reduction_pickup_label"				"Kratší doby obnovení"
		"move_speed_pickup_label"						"Rychlejší pohyb"
		"health_regen_pickup_label"						"Léčení"
		"zipline_speed_pickup_label"					"Zrychlená jízda"
		"extra_stamina_pickup_label"					"Dodatečná výdrž"
		"clip_size_pickup_label"						"3 velké zásobníky"
		"fire_rate_pickup_label"						"Rychlost střelby"

		"gun_powerup_pickup"								"Zbraň"
		"survival_powerup_pickup"							"Přežití"
		"casting_powerup_pickup"							"Sesílání"
		"movement_powerup_pickup"							"Pohyb"
		
		"spirit_permanent_pickup_label"					"+2 body ke spirituální síle"
		"firerate_permanent_pickup_label"				"+1,5 % k rychlosti střelby"
		"ammo_permanent_pickup_label"					"+4 % k nábojům"
		"hp_permanent_pickup_label"						"+15 bodů k max. zdraví"
		"cd_permanent_pickup_label"						"+0,75 % k redukci dob obnovení"
		"wp_permanent_pickup_label"						"+3 % k fyzickému poškození"

		"spirit_permanent_pickup_label_lv2"				"+3 body ke spirituální síle"
		"firerate_permanent_pickup_label_lv2"			"+2 % k rychlosti střelby"
		"ammo_permanent_pickup_label_lv2"				"+6 % k nábojům"
		"hp_permanent_pickup_label_lv2"					"+20 bodů k max. zdraví"
		"cd_permanent_pickup_label_lv2"					"+1 % k redukci dob obnovení"
		"wp_permanent_pickup_label_lv2"					"+4 % k fyzickému poškození"

		"breakable_pickup_missing_loc"					"CHYBĚJÍCÍ LOKALIZOVATELNÝ NÁZEV"

		"Item_Rejuvenator"								"Kámen života"


		"Citadel_AcquireTicket_ErrorTitle"						"Chyba"
		"Citadel_AcquireTicket_BusyTitle"						"Připojování do zápasu"
		"Citadel_AcquireTicket_BusyText"						"Čekej prosím"
		"Citadel_AcquireTicket_InternalError"					"Nepodařilo se navázat spojení se sítí hry Deadlock a získat přístup na server. Zkus to později znovu."

		"citadel_next_attack_delay_reason_reload"		"Přebíjí"
		"citadel_next_attack_delay_reason_disarmed"		"Odzbrojen"

		"citadel_east_team_name"						"JANTAR"
		"citadel_west_team_name"						"SAFÍR"


		"citadel_settings_options"						"Možnosti"
		"citadel_settings_video"						"Obraz"
		"citadel_settings_audio"						"Zvuk"
		"citadel_settings_about"						"Informace"
		"citadel_settings_hotkeys"						"Klávesové zkratky"
		"citadel_settings_chatwheel"					"Kolečko ukazovátka"
		"chat_wheel_options"							"MOŽNOSTI KOLEČKA"
		"citadel_settings_volume"						"Hlasitost"
		"citadel_settings_voice"						"Nastavení hlasu"
		"citadel_settings_game"							"Hra"
		"citadel_settings_network"						"Připojení"
		"citadel_settings_mastervolume"					"Celková hlasitost"
		"citadel_settings_mastervolume_desc"			"Určuje celkovou hlasitost hry."
		"citadel_settings_gamevolume"					"Hlasitost ve hře"
		"citadel_settings_gamevolume_desc"				"Určuje hlasitost zvukových efektů, hudby a dialogů ve hře."
		"citadel_settings_musicvolume"					"Hlasitost v hlavní nabídce"
		"citadel_settings_musicvolume_desc"				"Určuje hlasitost hudby v hlavní nabídce."
		"citadel_settings_voicevolume"					"Hlasitost ostatních hráčů"
		"citadel_settings_voicevolume_desc"				"Určuje hlasitost mikrofonů (resp. hlasů) ostatních hráčů."	
		"citadel_settings_gamevoicevolume"				"Hlasitost tvého vstupu"
		"citadel_settings_gamevoicevolume_desc"			"Určuje vstupní hlasitost tvého mikrofonu."
		"citadel_settings_playsoundinbackground" 		"Přehrávat zvuky na pozadí"
		"citadel_settings_voice_steam_link"				"Nastavení záznamového zařízení lze spravovat v <a href=\"event:DOTAShowSteamVoiceSettings()\">nastavení hlasu</a>."
		"citadel_settings_voice_level"					"Úroveň hlasu"
		"citadel_settings_openmicthreshold"				"Práh aktivace mikrofonu"
		"citadel_settings_voice_always_sample_mic"		"Vždy samplovat mikrofon"
		"citadel_settings_invert_ping_desc"				"Umožňuje obrátit fungování a styl zpráv ukazovátka. \nVýchozí: \nJedno stisknutí = pasivní. \nDvojí stisknutí = agresivní. \n\nInvertované: \nJedno stisknutí = agresivní. \nDvojí stisknutí = pasivní."
		"citadel_settings_openmicthreshold_desc"		"Hlas bude přenášen, pouze když hlasitost vstupu přesáhne tuto úroveň. Vztahuje se na možnosti „Push-to-Talk“ a „Aktivace hlasem“."
		"citadel_settings_open_mic_desc"				"Umožňuje povolit aktivaci hlasem."
		"citadel_settings_monitor_mic_desc"				"Umožňuje hře při změnách nastavení hlasu naslouchat tvému mikrofonu."
		"citadel_settings_streamlined_mic_desc"			"Zajišťuje, že vstup záznamového zařízení je otevřen se spuštěním hry, a ne teprve s aktivací mikrofonu."
		"citadel_settings_defaultaudio"					"Výchozí"
		"citadel_settings_sounddevice"					"Zvukové zařízení:"
		"citadel_settings_voice_sounddevice"			"Zařízení pro vstup hlasu:"
		"citadel_settings_speakerconfig"				"Konfigurace reproduktorů:"
		"citadel_settings_headphones"					"Sluchátka"
		"citadel_settings_2speakers"					"2 reproduktory"
		"citadel_settings_4speakers"					"4 reproduktory"
		"citadel_settings_5speakers"					"Reproduktory 5.1"
		"citadel_settings_7speakers"					"Reproduktory 7.1"
		"citadel_settings_audiodefaults"				"Obnovit na výchozí"
		"citadel_settings_usenativeresolution"			"Použít nativní rozlišení"
		"citadel_settings_resolution"					"Rozlišení"
		"citadel_settings_customresolution"				"Použít vlastní rozlišení"
		"citadel_settings_aspectratio"					"Poměr stran"
		"citadel_settings_aspectratio169"				"16:9"
		"citadel_settings_aspectratio1610"				"16:10"
		"citadel_settings_aspectratio219"				"21:9"
		"citadel_settings_fullscreen_focus_behavior"	"Minimalizace celé obrazovky, když není aktivní"
		"citadel_settings_light_sensitivity_mode"		"Potlačení blikání"
